index,IBM,OMC,MCHP,CI,SLB,CAH,STT,CVX,ITW,DGX,WY,JNJ,BBY,EBAY,TECH,COF,PGR,AMGN,KLAC,LIFE,QCOM,MXIM,APH,TDW,HP,UTX,WMT,GD,DE,HIG
2000-01-03 05:00:00+00:00,0.0676802820231233,-0.0317486983145807,-0.0045398042384157,-0.0267311513733031,-0.0236098656391333,0.0295841511052832,-0.0463978185308127,-0.0352438685086138,-0.0561250468755592,-0.0185763855729353,-0.0273506241337111,-0.0101181301655844,0.128381166648207,0.120972831024484,0.0606032545233495,-0.0423904526151273,-0.0339015516756813,0.0468378290810767,-0.0263771545126694,-0.0210534091978323,0.0178664103922426,0.0388620330920468,0.0102756625782039,-0.0889071121545286,-0.0559792677419013,-0.0392207131532807,-0.0340262710572352,-0.0724687768135488,-0.0115943327809189,-0.0458919932566553
2000-01-04 05:00:00+00:00,-0.0307547577819918,-0.033456711810695,-0.0773309906686617,-0.0039920212695374,-0.0137459209046353,-0.0114724011622371,-0.0543161570710184,0.0,-0.0460541843505569,-0.0020855064910216,-0.0382909129933147,-0.0372971406768201,0.0043715916614965,-0.104338784127121,-0.0651540951797855,-0.0642679217582987,-0.0369245008929315,-0.0795000099230014,-0.0433212748753329,-0.0773866636154201,-0.100846951869457,-0.0375913848905913,-0.0349917496225025,-0.0114505067879955,-0.0307716586667537,-0.0418642040986992,-0.0371648298013634,0.0411786188203389,-0.0014587894636601,-0.0337110573423121
2000-01-05 05:00:00+00:00,0.0537442760066913,-0.0291052693459664,0.0030084734907145,-0.0040080213975386,-0.0023094698486625,0.0681378051672184,0.0150237567604608,0.0214120678184502,0.009179054758996,-0.0083857933762736,0.0516185203062767,0.0139764679024221,-0.0231670592815343,0.0587282728750687,0.004550840656436,-0.0233587262776283,0.0235731677180668,0.0306621801752582,-0.0384587321197571,0.0666913744986726,-0.0256183957146634,0.0040131007497183,-0.0223853629608,-0.0193804515496625,0.0,-0.0200111996193888,-0.0215906325923676,0.0662180390527887,0.027359517895817,-0.0304592074847085
2000-01-06 05:00:00+00:00,-0.0084926200456543,0.0054794657646262,-0.0218981019027638,0.0470675108579854,0.0659825647098051,0.0341410439532002,0.041082911084346,0.0380090531436403,-0.0040691816067255,0.0042016868536998,0.0457173185296647,0.0300774552372776,0.0166024842850279,-0.0007410152247198,-0.0560266001480421,0.0447728207814446,-0.0035906681307285,0.0196586821521167,-0.0054157187829684,0.0359067084632434,-0.120238579684005,0.0260079155051391,-0.0279459303905592,0.036507416342463,0.0576791115866784,0.0467617659080393,0.0108535845914108,0.0034266167166467,0.0458095360312942,0.0087977107035293
2000-01-07 05:00:00+00:00,-0.0325055704049309,0.0414775173231448,-0.0266944533341018,0.0427511669526641,0.0182310679436952,0.086432505772307,0.0351530044178965,0.0174247679071824,0.062242308877221,0.0390594358365863,-0.0334364624283001,0.0389616793479215,0.0227899174256327,-0.0007415647355033,-0.0017302705460688,0.0278569545029663,0.0169420013055932,0.106504961135473,0.0572589719374737,-0.0230860200341825,0.0682788407532939,0.0227420968905827,0.0101507356715702,0.046091107200267,0.0233246725664089,0.0388301644273641,0.0728454342852363,0.0258877709521279,-0.0013577734604601,0.045657002337395
2000-01-10 05:00:00+00:00,0.0425825583552877,0.0435966475057583,0.0701761269040402,-0.0058910332372379,0.0126717640688225,-0.0500648616014319,-0.0060632494110581,-0.0272759487462979,0.0189759014590054,0.0179825025504323,-0.0043687269134151,-0.0242555319582261,-0.0107875911289979,0.0541453066175999,0.125853348289198,-0.0124396904756394,-0.0196434887657535,0.0589623413394742,0.10159274274702,0.024122826762623,0.0607814722598592,0.0137575691961223,0.045938730979473,-0.0536669010087247,-0.002886004889135,0.0097182494689214,-0.0212087248772628,-0.0089286307443012,0.0201755330352587,-0.0168780377873516
2000-01-11 05:00:00+00:00,0.0036871255888089,-0.022201990292384,-0.0365567727186731,-0.026189300754905,0.0187115646371225,0.0066741070876927,0.0197855916661593,-0.0093747113922582,-0.0103921577676145,-0.0019821612039914,-0.0105634785095692,-0.0013280214435189,-0.0308394483830794,-0.0220257571954869,0.0364827667310861,-0.0325116973866271,-0.002708805268087,-0.0821707617704872,-0.0082702056486718,-0.101338677430006,-0.089180946781557,-0.0625075815918441,0.0180185055026785,0.0299647887019363,0.0284919557943062,-0.0234844452330689,-0.0121895555245857,-0.0135442251077569,0.0,0.0070671672230924
2000-01-12 05:00:00+00:00,0.0083770123380482,-0.0032123381301838,0.0771868874664907,0.000757862863101,-0.025027375105247,0.0175828705578667,0.0160544217098746,-0.0035671172971829,-0.012422519998557,-0.003976148379639,-0.0241838924528839,-0.005329792763348,-0.0260637983210112,-0.0653050984077668,0.0202419671390226,0.0170944333593002,0.00451060755735,-0.0443149430765786,0.0306667983929723,0.0249163512645345,-0.0528105809038451,0.0323545434211563,0.135174778368253,-0.041437189864173,-0.0112995552539332,0.022516859284333,-0.0180871184911435,-0.0326375948391149,-0.016107730815933,-0.0184795592748372
2000-01-13 05:00:00+00:00,-0.0136485058315596,-0.0012878301844283,0.0568860051261382,0.0195054946242568,0.0270849889999276,0.0226180885877723,0.0240177176336243,0.0092938538276934,0.0497054960411205,0.0371499220616376,-0.0054545589782719,-0.002006018726866,0.002293578987099,0.0551967090870056,0.0084604224022815,0.0209651284650452,0.0275206005763256,0.0498684282688702,0.0050209310500992,-0.0411016756855518,0.0341184478916921,0.0289642129860921,-0.0132233331746896,0.0303053494953289,0.0224728558520582,0.0105922993229459,0.000960153698343,0.0,0.0013522652500133,-0.0086455869928538
2000-01-14 05:00:00+00:00,0.0120831520029228,-0.0103627870355467,-0.0661398025045452,-0.0424950128489554,0.0112418148662483,0.0116465053863237,0.0345832614300798,-0.0064161540000782,-0.0119651680582731,-0.0451499647287141,0.0099774070319984,0.0033411324098349,0.0045714365325806,-0.0294572108854299,0.0649259043687218,0.0353297613584545,-0.0167774354775121,0.0222033988063721,0.141429999475856,0.0610358905863691,-0.0190481949706935,0.0037597748850992,0.0205853296157592,0.0018639334380625,0.0381517659643764,-0.0222769502779183,-0.0086747531936737,0.0070505579966666,0.0423343638265608,0.0129405112757346
